Timestamp,TPS,ResponseTime_ms,CPU_%,Memory_%,JVM_Heap_%
2024-03-26 01:00:00,103.93,393.37,23.3,69.0,54.78
2024-03-26 02:00:00,97.67,319.78,21.53,61.89,56.88
2024-03-26 03:00:00,99.7,349.87,16.43,63.15,59.41
2024-03-26 04:00:00,118.02,347.29,22.03,62.37,53.2
2024-03-26 05:00:00,120.7,327.09,29.68,63.3,58.55
2024-03-26 06:00:00,89.74,352.9,22.5,60.53,50.22
2024-03-26 07:00:00,148.59,299.83,26.71,64.54,53.71
2024-03-26 08:00:00,172.05,320.98,39.33,61.12,53.25
2024-03-26 09:00:00,133.65,420.42,32.0,65.75,64.84
2024-03-26 10:00:00,140.65,389.77,22.42,59.32,48.89
2024-03-26 11:00:00,230.95,310.09,45.0,65.42,62.59
2024-03-26 12:00:00,219.82,329.16,43.22,62.95,52.46
2024-03-26 13:00:00,91.27,390.18,15.04,60.12,54.06
2024-03-26 14:00:00,99.83,413.41,21.2,63.19,56.99
2024-03-26 15:00:00,89.77,386.0,12.59,62.14,52.08
2024-03-26 16:00:00,110.21,351.16,26.15,66.58,58.9
2024-03-26 17:00:00,102.88,375.27,20.47,67.75,51.49
2024-03-26 18:00:00,90.97,382.59,23.16,61.13,53.31
2024-03-26 19:00:00,107.89,328.06,23.82,63.79,50.32
2024-03-26 20:00:00,90.94,344.27,15.93,67.24,61.46
2024-03-26 21:00:00,111.97,351.78,21.31,61.83,49.83
2024-03-26 22:00:00,119.04,339.08,19.7,63.05,50.15
2024-03-26 23:00:00,110.67,391.15,23.98,58.86,51.68
2024-03-27 00:00:00,98.37,400.22,27.57,67.86,61.46
2024-03-27 01:00:00,109.33,370.11,26.71,60.03,57.35
2024-03-27 02:00:00,110.61,356.19,26.19,64.38,61.24
2024-03-27 03:00:00,91.13,338.74,19.36,56.67,54.44
2024-03-27 04:00:00,90.35,302.62,22.23,62.3,55.61
2024-03-27 05:00:00,115.16,340.45,18.8,64.27,51.57
2024-03-27 06:00:00,119.11,379.15,25.61,58.55,59.85
2024-03-27 07:00:00,146.66,334.09,38.34,69.0,72.02
2024-03-27 08:00:00,139.98,278.98,17.78,66.33,54.57
2024-03-27 09:00:00,147.8,376.77,30.7,60.29,49.56
2024-03-27 10:00:00,168.42,324.41,34.84,67.5,64.78
2024-03-27 11:00:00,265.89,279.25,49.26,67.38,62.59
2024-03-27 12:00:00,245.41,316.06,57.68,70.23,69.26
2024-03-27 13:00:00,96.03,393.35,22.23,66.47,54.91
2024-03-27 14:00:00,101.98,399.38,24.15,58.52,50.09
2024-03-27 15:00:00,95.68,383.89,20.36,58.33,48.78
2024-03-27 16:00:00,98.23,313.23,17.71,64.28,50.61
2024-03-27 17:00:00,89.5,413.18,18.86,63.78,47.3
2024-03-27 18:00:00,110.32,342.35,32.03,65.21,56.29
2024-03-27 19:00:00,113.14,341.93,21.1,60.47,53.15
2024-03-27 20:00:00,99.86,341.99,25.05,64.34,60.68
2024-03-27 21:00:00,96.99,395.33,23.66,57.99,48.8
2024-03-27 22:00:00,105.67,371.28,24.41,63.69,51.14
2024-03-27 23:00:00,102.71,412.11,23.56,66.14,57.95
2024-03-28 00:00:00,112.0,331.07,24.13,62.13,48.88
2024-03-28 01:00:00,97.4,392.23,24.21,63.46,52.9
2024-03-28 02:00:00,103.64,337.7,18.4,63.52,49.55
2024-03-28 03:00:00,106.59,368.18,20.23,61.35,53.75
2024-03-28 04:00:00,106.9,372.64,24.21,62.92,61.35
2024-03-28 05:00:00,98.89,346.91,14.3,58.66,51.96
2024-03-28 06:00:00,97.4,320.61,18.54,64.19,55.84
2024-03-28 07:00:00,161.16,372.85,41.14,59.13,55.27
2024-03-28 08:00:00,167.76,333.72,32.49,61.23,58.21
2024-03-28 09:00:00,144.24,381.56,31.14,65.64,57.19
2024-03-28 10:00:00,137.1,327.62,25.2,59.04,61.55
2024-03-28 11:00:00,248.16,325.49,57.47,66.76,65.78
2024-03-28 12:00:00,225.53,365.65,40.7,60.99,58.97
2024-03-28 13:00:00,101.1,292.56,15.32,61.68,60.4
2024-03-28 14:00:00,110.67,371.45,14.0,62.12,54.17
2024-03-28 15:00:00,100.57,340.73,17.38,63.7,53.9
2024-03-28 16:00:00,115.2,422.71,21.93,67.61,48.68
2024-03-28 17:00:00,91.08,361.2,18.83,63.16,56.46
2024-03-28 18:00:00,96.72,361.32,9.22,57.17,51.19
2024-03-28 19:00:00,107.91,355.64,20.95,63.58,41.44
2024-03-28 20:00:00,93.88,334.52,19.59,63.82,55.8
2024-03-28 21:00:00,95.41,342.53,17.71,58.75,48.17
2024-03-28 22:00:00,101.01,315.51,16.7,63.9,55.63
2024-03-28 23:00:00,101.87,347.6,16.25,62.72,59.01
2024-03-29 00:00:00,103.58,360.46,14.9,62.59,52.62
2024-03-29 01:00:00,117.1,361.99,19.15,60.97,45.56
2024-03-29 02:00:00,116.87,299.24,25.08,64.15,53.4
2024-03-29 03:00:00,108.92,318.9,20.94,63.03,54.1
2024-03-29 04:00:00,105.63,380.76,8.79,60.13,55.63
2024-03-29 05:00:00,94.88,421.47,23.53,63.82,57.54
2024-03-29 06:00:00,100.94,426.35,14.92,63.69,63.86
2024-03-29 07:00:00,136.74,376.52,30.44,60.85,69.34
2024-03-29 08:00:00,132.63,348.49,23.37,63.38,54.87
2024-03-29 09:00:00,162.76,352.75,43.14,60.75,55.9
2024-03-29 10:00:00,149.72,393.74,39.35,64.64,62.57
2024-03-29 11:00:00,268.09,325.31,53.89,65.36,69.05
2024-03-29 12:00:00,231.9,305.52,47.11,67.92,63.85
2024-03-29 13:00:00,95.97,388.09,18.63,56.18,43.85
2024-03-29 14:00:00,103.13,433.85,22.3,61.4,60.53
2024-03-29 15:00:00,115.0,299.82,25.15,66.12,62.55
2024-03-29 16:00:00,106.83,334.43,16.43,59.68,55.49
2024-03-29 17:00:00,99.02,322.29,20.54,65.46,55.55
2024-03-29 18:00:00,108.65,344.52,13.32,61.26,55.46
2024-03-29 19:00:00,120.69,345.41,26.72,67.28,56.57
2024-03-29 20:00:00,108.92,364.29,13.75,61.22,52.49
2024-03-29 21:00:00,90.36,385.72,14.23,61.95,45.65
2024-03-29 22:00:00,92.19,362.42,21.52,61.8,52.76
2024-03-29 23:00:00,90.03,371.2,22.48,63.57,54.57
2024-03-30 00:00:00,111.08,352.82,26.87,63.01,49.37
2024-03-30 01:00:00,109.33,340.74,24.72,62.54,56.93
2024-03-30 02:00:00,115.93,291.22,28.65,62.5,57.5
2024-03-30 03:00:00,116.56,364.79,24.88,62.05,54.66
2024-03-30 04:00:00,90.51,353.44,15.5,59.26,45.16
2024-03-30 05:00:00,100.59,340.08,19.25,62.32,52.35
2024-03-30 06:00:00,106.18,426.16,16.97,61.31,58.61
2024-03-30 07:00:00,156.35,404.51,26.44,63.84,49.99
2024-03-30 08:00:00,171.66,366.41,34.5,61.83,56.83
2024-03-30 09:00:00,153.9,331.69,34.84,61.12,60.44
2024-03-30 10:00:00,136.24,352.69,28.33,67.57,67.17
2024-03-30 11:00:00,244.35,326.11,51.87,68.0,63.39
2024-03-30 12:00:00,217.04,346.48,43.72,67.79,65.26
2024-03-30 13:00:00,109.84,340.14,19.3,67.88,57.42
2024-03-30 14:00:00,96.41,330.08,17.26,58.78,48.19
2024-03-30 15:00:00,92.6,355.61,8.51,59.9,44.78
2024-03-30 16:00:00,95.58,390.36,23.89,57.98,59.0
2024-03-30 17:00:00,117.88,364.94,15.95,61.96,48.45
2024-03-30 18:00:00,107.58,302.43,22.86,63.86,55.92
2024-03-30 19:00:00,95.74,357.25,19.76,62.18,50.04
2024-03-30 20:00:00,92.56,421.89,21.31,63.67,49.83
2024-03-30 21:00:00,95.0,327.25,27.82,59.58,52.11
2024-03-30 22:00:00,92.79,371.65,18.78,66.4,60.75
2024-03-30 23:00:00,113.25,357.1,21.92,69.31,64.58
2024-03-31 00:00:00,106.37,355.71,18.02,61.74,50.21
2024-03-31 01:00:00,95.19,422.62,21.93,54.43,54.01
2024-03-31 02:00:00,101.45,352.83,23.0,64.7,60.41
2024-03-31 03:00:00,102.45,357.7,11.14,61.86,51.32
2024-03-31 04:00:00,105.13,351.77,23.93,60.22,51.96
2024-03-31 05:00:00,107.17,398.93,22.4,62.15,55.09
2024-03-31 06:00:00,100.12,454.14,22.42,62.06,60.69
2024-03-31 07:00:00,168.74,375.44,35.74,63.42,57.81
2024-03-31 08:00:00,157.88,334.42,29.28,57.38,49.82
2024-03-31 09:00:00,157.43,334.85,36.62,64.1,58.36
2024-03-31 10:00:00,162.78,341.47,37.17,61.82,49.67
2024-03-31 11:00:00,255.56,305.26,48.4,64.85,58.65
2024-03-31 12:00:00,263.58,343.79,57.44,61.74,67.13
2024-03-31 13:00:00,94.6,352.51,32.08,60.6,63.29
2024-03-31 14:00:00,99.92,338.12,16.57,60.66,50.56
2024-03-31 15:00:00,100.18,342.03,25.83,65.67,62.45
2024-03-31 16:00:00,107.56,358.83,22.48,59.25,49.33
2024-03-31 17:00:00,108.19,334.12,27.4,67.87,61.74
2024-03-31 18:00:00,102.52,378.15,23.18,62.56,51.62
2024-03-31 19:00:00,96.66,384.86,19.69,61.21,57.71
2024-03-31 20:00:00,98.43,372.95,11.84,62.35,47.27
2024-03-31 21:00:00,89.29,337.6,14.44,59.67,49.32
2024-03-31 22:00:00,105.53,370.43,13.76,63.26,58.89
2024-03-31 23:00:00,109.21,386.93,22.22,62.25,58.06
2024-04-01 00:00:00,98.88,326.73,18.91,61.98,64.77
2024-04-01 01:00:00,92.5,366.31,11.44,62.35,57.0
2024-04-01 02:00:00,110.72,387.95,12.81,68.17,53.81
2024-04-01 03:00:00,90.84,312.96,17.86,62.5,53.14
2024-04-01 04:00:00,95.0,371.43,9.15,61.17,56.06
2024-04-01 05:00:00,112.68,349.4,26.61,57.38,45.16
2024-04-01 06:00:00,115.48,359.01,22.11,64.33,65.1
2024-04-01 07:00:00,147.13,309.14,30.35,63.15,42.54
2024-04-01 08:00:00,168.05,362.17,31.64,60.24,50.18
2024-04-01 09:00:00,144.66,312.85,21.62,65.92,49.49
2024-04-01 10:00:00,134.89,365.68,28.94,66.22,58.38
2024-04-01 11:00:00,221.79,327.2,43.6,71.34,58.58
2024-04-01 12:00:00,268.75,312.9,55.2,64.77,63.5
2024-04-01 13:00:00,94.31,354.18,27.01,56.34,47.87
2024-04-01 14:00:00,108.38,377.83,15.9,58.75,46.59
2024-04-01 15:00:00,117.25,328.26,37.46,60.88,45.11
2024-04-01 16:00:00,97.65,405.63,12.91,61.62,52.54
2024-04-01 17:00:00,115.72,353.05,21.29,62.07,58.09
2024-04-01 18:00:00,91.7,386.28,16.0,64.13,56.47
2024-04-01 19:00:00,114.35,397.55,19.55,59.72,45.76
2024-04-01 20:00:00,92.65,364.24,20.22,54.61,50.02
2024-04-01 21:00:00,119.49,394.21,20.54,61.78,59.14
2024-04-01 22:00:00,101.16,376.26,21.23,59.65,55.66
2024-04-01 23:00:00,117.23,399.36,14.0,61.08,53.9
2024-04-02 00:00:00,113.96,388.78,23.88,61.4,47.8
2024-04-02 01:00:00,115.48,400.5,19.53,65.1,65.04
2024-04-02 02:00:00,105.94,350.87,24.17,58.57,50.71
2024-04-02 03:00:00,108.02,340.2,15.65,60.78,51.61
2024-04-02 04:00:00,92.15,348.73,27.39,63.07,59.78
2024-04-02 05:00:00,89.51,346.53,19.03,67.68,59.63
2024-04-02 06:00:00,96.73,401.41,18.36,60.37,48.26
2024-04-02 07:00:00,147.54,325.3,36.78,67.25,56.73
2024-04-02 08:00:00,137.67,324.32,29.85,63.03,60.15
2024-04-02 09:00:00,163.34,374.04,24.09,65.3,57.02
2024-04-02 10:00:00,161.14,297.86,44.37,62.84,60.26
2024-04-02 11:00:00,223.43,281.21,42.13,67.78,63.54
2024-04-02 12:00:00,263.84,323.58,43.99,60.29,49.55
2024-04-02 13:00:00,98.79,317.92,18.46,65.61,53.65
2024-04-02 14:00:00,115.53,352.47,13.61,61.6,53.64
2024-04-02 15:00:00,110.62,404.46,32.87,63.78,47.17
2024-04-02 16:00:00,114.81,380.65,20.01,58.57,48.86
2024-04-02 17:00:00,113.16,363.25,18.16,61.72,50.23
2024-04-02 18:00:00,108.18,300.43,27.87,57.77,49.89
2024-04-02 19:00:00,103.61,366.85,24.47,66.55,59.14
2024-04-02 20:00:00,99.16,382.11,19.73,59.26,53.61
2024-04-02 21:00:00,93.45,388.02,15.15,60.56,44.09
2024-04-02 22:00:00,118.24,357.06,28.81,66.31,48.17
2024-04-02 23:00:00,96.92,352.15,16.69,58.99,34.36
2024-04-03 00:00:00,89.83,359.41,12.84,58.57,53.06
2024-04-03 01:00:00,102.57,394.97,21.23,59.57,49.94
2024-04-03 02:00:00,104.66,350.78,22.44,61.17,53.19
2024-04-03 03:00:00,90.31,313.06,17.26,62.78,59.18
2024-04-03 04:00:00,103.55,363.15,7.71,65.84,60.47
2024-04-03 05:00:00,115.96,351.75,31.2,66.99,64.49
2024-04-03 06:00:00,105.4,430.31,19.25,68.14,62.37
2024-04-03 07:00:00,155.08,374.67,37.76,69.08,63.9
2024-04-03 08:00:00,147.73,412.58,36.36,62.74,58.69
2024-04-03 09:00:00,145.24,329.35,33.09,67.65,65.32
2024-04-03 10:00:00,148.71,345.8,34.91,64.67,57.18
2024-04-03 11:00:00,266.03,303.56,50.72,65.48,64.74
2024-04-03 12:00:00,230.87,319.49,51.08,65.78,62.03
2024-04-03 13:00:00,116.01,362.64,29.32,60.62,56.92
2024-04-03 14:00:00,107.31,362.82,28.73,63.43,51.09
2024-04-03 15:00:00,91.95,366.35,19.46,60.46,50.57
2024-04-03 16:00:00,119.05,390.31,28.19,52.02,46.85
2024-04-03 17:00:00,92.72,321.89,20.4,58.51,49.5
2024-04-03 18:00:00,113.99,356.38,21.66,63.13,47.68
2024-04-03 19:00:00,114.04,345.15,21.55,67.22,56.91
2024-04-03 20:00:00,96.23,352.39,21.8,60.04,46.75
2024-04-03 21:00:00,99.27,342.03,22.81,60.84,52.2
2024-04-03 22:00:00,109.94,342.13,23.33,65.69,61.72
2024-04-03 23:00:00,95.96,361.87,17.26,59.48,47.19
2024-04-04 00:00:00,95.32,313.73,23.01,60.54,55.34
2024-04-04 01:00:00,103.89,365.0,19.14,61.93,60.73
2024-04-04 02:00:00,91.98,413.06,21.0,62.71,47.77
2024-04-04 03:00:00,114.9,382.36,26.03,66.56,48.7
2024-04-04 04:00:00,114.16,332.8,18.36,64.46,50.42
2024-04-04 05:00:00,91.92,395.33,23.79,59.32,47.99
2024-04-04 06:00:00,109.06,378.09,23.49,64.69,57.29
2024-04-04 07:00:00,163.88,344.48,35.4,62.27,58.24
2024-04-04 08:00:00,145.32,323.54,23.94,63.56,54.29
2024-04-04 09:00:00,127.92,329.57,22.92,58.02,53.74
2024-04-04 10:00:00,139.15,418.69,27.0,62.58,55.08
2024-04-04 11:00:00,221.8,323.83,46.08,60.13,60.07
2024-04-04 12:00:00,239.31,248.83,44.19,66.02,57.67
2024-04-04 13:00:00,120.53,408.58,17.3,67.49,56.15
2024-04-04 14:00:00,93.29,314.81,19.15,61.09,46.79
2024-04-04 15:00:00,93.38,356.66,27.93,58.37,52.8
2024-04-04 16:00:00,93.65,376.23,18.94,61.03,49.97
2024-04-04 17:00:00,116.64,286.35,26.63,58.98,47.27
2024-04-04 18:00:00,98.88,377.32,22.72,65.17,59.71
2024-04-04 19:00:00,97.35,344.89,30.64,59.87,59.15
2024-04-04 20:00:00,109.51,356.25,26.62,62.27,51.37
2024-04-04 21:00:00,100.15,377.11,20.7,53.08,40.28
2024-04-04 22:00:00,109.87,355.08,19.75,62.91,57.22
2024-04-04 23:00:00,89.67,389.17,12.8,63.62,55.83
2024-04-05 00:00:00,98.45,369.93,23.42,64.38,64.33
2024-04-05 01:00:00,93.12,391.54,15.68,65.13,57.15
2024-04-05 02:00:00,105.5,385.54,20.09,63.8,52.88
2024-04-05 03:00:00,93.63,397.11,19.7,66.87,56.54
2024-04-05 04:00:00,114.6,370.43,23.72,58.49,50.51
2024-04-05 05:00:00,90.76,351.91,16.04,57.88,50.72
2024-04-05 06:00:00,90.48,317.29,23.74,61.96,55.37
2024-04-05 07:00:00,135.76,388.07,30.93,65.97,57.9
2024-04-05 08:00:00,134.28,340.58,25.53,60.68,49.94
2024-04-05 09:00:00,168.79,339.73,29.88,66.2,59.32
2024-04-05 10:00:00,172.4,328.82,35.61,68.54,56.28
2024-04-05 11:00:00,229.25,340.22,37.73,66.87,65.66
2024-04-05 12:00:00,273.4,265.59,55.18,70.12,68.46
2024-04-05 13:00:00,117.46,342.75,26.36,57.35,56.1
2024-04-05 14:00:00,89.54,363.2,17.01,60.34,55.1
2024-04-05 15:00:00,98.22,363.85,21.81,62.46,50.61
2024-04-05 16:00:00,95.21,396.52,17.24,64.33,54.17
2024-04-05 17:00:00,104.94,408.68,18.05,61.54,63.7
2024-04-05 18:00:00,114.15,355.96,26.55,62.34,68.01
2024-04-05 19:00:00,120.17,384.74,20.31,59.88,48.59
2024-04-05 20:00:00,118.99,369.6,22.1,59.76,45.68
2024-04-05 21:00:00,96.08,314.3,24.25,65.73,55.8
2024-04-05 22:00:00,117.23,374.27,15.81,60.05,56.06
2024-04-05 23:00:00,102.13,332.5,20.79,60.08,53.19
2024-04-06 00:00:00,95.23,350.5,17.91,66.58,51.63
2024-04-06 01:00:00,107.79,380.27,19.41,66.13,56.62
2024-04-06 02:00:00,102.04,366.47,23.05,66.91,57.3
2024-04-06 03:00:00,116.98,359.15,24.21,60.55,56.36
2024-04-06 04:00:00,106.44,349.39,16.0,65.79,64.53
2024-04-06 05:00:00,93.05,389.34,9.24,63.43,49.87
2024-04-06 06:00:00,119.87,341.97,21.23,67.29,56.59
2024-04-06 07:00:00,140.17,354.26,26.12,62.45,57.63
2024-04-06 08:00:00,146.41,365.82,37.8,63.87,61.78
2024-04-06 09:00:00,160.58,315.93,26.69,61.11,59.1
2024-04-06 10:00:00,152.82,370.78,27.7,59.38,55.05
2024-04-06 11:00:00,243.03,290.21,42.7,63.25,58.22
2024-04-06 12:00:00,274.99,310.13,54.14,69.87,60.3
2024-04-06 13:00:00,100.47,402.06,24.59,59.93,54.57
2024-04-06 14:00:00,109.94,317.66,12.23,67.76,55.17
2024-04-06 15:00:00,98.98,354.92,18.95,63.95,63.98
2024-04-06 16:00:00,100.26,376.63,29.25,65.43,42.7
2024-04-06 17:00:00,109.29,325.45,26.68,61.86,54.26
2024-04-06 18:00:00,109.39,356.25,26.88,63.74,53.03
2024-04-06 19:00:00,115.47,369.37,27.76,61.22,55.43
2024-04-06 20:00:00,104.89,306.82,19.58,61.73,53.99
2024-04-06 21:00:00,100.35,396.65,22.81,64.48,47.52
2024-04-06 22:00:00,91.68,357.19,17.12,64.11,52.84
2024-04-06 23:00:00,100.19,309.22,28.92,63.46,56.34
2024-04-07 00:00:00,98.58,332.17,29.0,61.92,51.73
2024-04-07 01:00:00,114.87,375.21,20.03,63.76,63.4
2024-04-07 02:00:00,104.0,373.62,22.81,63.57,57.9
2024-04-07 03:00:00,109.5,396.64,21.26,64.12,53.63
2024-04-07 04:00:00,101.5,351.92,17.04,67.74,57.05
2024-04-07 05:00:00,120.32,385.7,10.23,70.55,66.0
2024-04-07 06:00:00,105.56,336.48,24.39,62.34,45.9
2024-04-07 07:00:00,135.4,359.77,27.72,62.06,60.88
2024-04-07 08:00:00,161.64,332.56,39.99,63.04,64.24
2024-04-07 09:00:00,164.72,351.53,32.46,67.01,58.81
2024-04-07 10:00:00,148.8,366.48,33.6,62.98,47.42
2024-04-07 11:00:00,234.41,308.08,41.57,63.03,55.87
2024-04-07 12:00:00,217.47,370.63,43.23,67.15,63.19
2024-04-07 13:00:00,109.3,396.4,28.04,67.8,57.35
2024-04-07 14:00:00,91.45,380.83,20.73,64.22,51.74
2024-04-07 15:00:00,89.65,391.37,21.81,67.46,58.39
2024-04-07 16:00:00,94.15,348.8,20.02,61.58,46.6
2024-04-07 17:00:00,109.84,354.14,20.23,60.26,48.61
2024-04-07 18:00:00,96.39,417.15,13.68,66.35,54.16
2024-04-07 19:00:00,111.91,398.01,31.55,56.92,45.7
2024-04-07 20:00:00,98.6,343.49,14.43,62.23,55.2
2024-04-07 21:00:00,120.36,338.2,13.19,59.43,47.44
2024-04-07 22:00:00,93.76,330.19,17.19,59.14,49.08
2024-04-07 23:00:00,103.63,339.99,14.18,61.61,47.79
2024-04-08 00:00:00,120.22,383.73,22.24,64.26,61.48
2024-04-08 01:00:00,116.23,359.16,19.26,63.47,58.08
2024-04-08 02:00:00,113.21,386.44,22.86,63.29,56.82
2024-04-08 03:00:00,110.45,367.19,25.47,59.82,50.66
2024-04-08 04:00:00,115.38,373.28,25.17,58.38,58.82
2024-04-08 05:00:00,98.83,373.94,16.14,72.11,63.5
2024-04-08 06:00:00,118.44,339.82,23.13,62.82,62.21
2024-04-08 07:00:00,128.81,360.42,23.48,61.76,60.82
2024-04-08 08:00:00,152.46,363.06,36.77,64.69,52.44
2024-04-08 09:00:00,155.77,370.11,38.27,63.28,61.41
2024-04-08 10:00:00,157.74,340.16,27.49,65.43,62.77
2024-04-08 11:00:00,206.89,305.19,41.87,63.46,62.39
2024-04-08 12:00:00,255.8,373.82,47.49,61.28,52.77
2024-04-08 13:00:00,102.62,372.93,19.25,58.72,42.42
2024-04-08 14:00:00,117.41,453.96,22.3,62.04,47.7
2024-04-08 15:00:00,119.85,317.16,16.86,61.79,52.0
2024-04-08 16:00:00,112.57,340.45,26.42,58.41,46.57
2024-04-08 17:00:00,117.79,319.32,25.62,63.93,44.33
2024-04-08 18:00:00,118.07,352.32,23.79,60.18,52.15
2024-04-08 19:00:00,102.01,346.83,15.0,63.18,56.4
2024-04-08 20:00:00,96.15,373.49,17.4,66.05,53.49
2024-04-08 21:00:00,103.28,346.31,10.52,63.27,53.96
2024-04-08 22:00:00,90.82,354.26,18.3,64.85,55.12
2024-04-08 23:00:00,100.64,371.98,23.18,61.32,51.98
2024-04-09 00:00:00,101.67,365.51,13.89,63.83,53.65
2024-04-09 01:00:00,102.91,357.64,22.32,55.52,48.6
2024-04-09 02:00:00,101.85,398.38,18.07,66.02,43.03
2024-04-09 03:00:00,120.2,359.35,20.47,60.77,54.85
2024-04-09 04:00:00,108.51,379.65,19.83,58.59,44.8
2024-04-09 05:00:00,108.09,346.52,17.34,56.72,43.68
2024-04-09 06:00:00,105.78,404.61,31.09,58.18,58.02
2024-04-09 07:00:00,133.19,373.26,28.83,60.93,46.96
2024-04-09 08:00:00,149.94,412.21,32.15,62.84,53.11
2024-04-09 09:00:00,164.75,310.2,32.14,61.9,63.07
2024-04-09 10:00:00,135.77,356.27,30.64,61.47,59.94
2024-04-09 11:00:00,228.14,324.41,47.31,63.44,57.81
2024-04-09 12:00:00,238.7,319.0,44.83,69.02,62.13
2024-04-09 13:00:00,100.43,342.11,20.99,62.69,60.84
2024-04-09 14:00:00,104.52,354.56,19.84,64.8,51.96
2024-04-09 15:00:00,116.12,379.05,29.52,67.91,60.86
2024-04-09 16:00:00,101.56,380.31,24.86,63.05,64.81
2024-04-09 17:00:00,117.13,340.9,16.45,62.22,60.73
2024-04-09 18:00:00,117.26,323.87,16.19,62.07,57.85
2024-04-09 19:00:00,105.51,328.15,16.52,59.65,52.71
2024-04-09 20:00:00,116.95,342.0,26.25,64.88,65.18
2024-04-09 21:00:00,95.06,349.41,11.16,64.82,61.06
2024-04-09 22:00:00,106.02,387.24,25.12,65.95,60.41
2024-04-09 23:00:00,99.78,375.0,24.52,62.55,61.43
2024-04-10 00:00:00,96.13,302.87,22.8,61.22,63.06
2024-04-10 01:00:00,115.59,396.75,28.79,63.6,59.18
2024-04-10 02:00:00,99.65,333.23,20.48,58.52,51.54
2024-04-10 03:00:00,106.67,328.89,29.36,65.34,58.12
2024-04-10 04:00:00,92.67,353.04,20.91,60.32,59.57
2024-04-10 05:00:00,116.73,348.49,23.46,60.56,54.78
2024-04-10 06:00:00,114.12,347.82,17.76,65.57,53.87
2024-04-10 07:00:00,136.09,371.3,32.63,60.9,50.54
2024-04-10 08:00:00,133.43,318.06,24.22,62.74,53.6
2024-04-10 09:00:00,153.31,349.27,35.0,58.16,66.14
2024-04-10 10:00:00,139.6,349.68,24.85,63.01,52.16
2024-04-10 11:00:00,226.13,291.43,45.73,62.89,54.07
2024-04-10 12:00:00,248.17,309.37,45.97,65.88,60.98
2024-04-10 13:00:00,116.1,381.2,36.23,63.75,53.66
2024-04-10 14:00:00,106.31,388.69,19.79,65.96,58.68
2024-04-10 15:00:00,102.71,360.77,15.69,68.59,48.88
2024-04-10 16:00:00,92.58,372.91,11.46,54.72,53.42
2024-04-10 17:00:00,113.56,434.93,24.55,65.2,57.97
2024-04-10 18:00:00,89.8,391.63,17.16,60.03,40.96
2024-04-10 19:00:00,120.17,405.23,9.2,63.93,56.58
2024-04-10 20:00:00,97.6,367.0,17.69,57.58,60.12
2024-04-10 21:00:00,113.66,370.12,31.12,55.9,47.5
2024-04-10 22:00:00,109.08,331.4,25.04,60.66,57.61
2024-04-10 23:00:00,95.13,414.73,15.88,62.21,49.17
2024-04-11 00:00:00,98.39,382.46,24.53,62.95,36.48
2024-04-11 01:00:00,96.78,327.98,29.88,55.75,46.58
2024-04-11 02:00:00,89.78,307.67,19.35,59.6,43.96
2024-04-11 03:00:00,93.4,427.42,19.07,65.42,58.68
2024-04-11 04:00:00,103.49,406.77,21.12,67.27,54.93
2024-04-11 05:00:00,102.94,410.2,18.24,60.55,47.02
2024-04-11 06:00:00,96.31,330.41,16.0,65.95,57.75
2024-04-11 07:00:00,162.9,295.86,40.33,64.8,63.65
2024-04-11 08:00:00,161.22,341.89,25.26,63.26,61.35
2024-04-11 09:00:00,158.26,381.47,33.12,64.92,50.2
2024-04-11 10:00:00,133.05,388.81,31.14,62.97,55.26
2024-04-11 11:00:00,233.86,315.63,41.76,63.6,52.73
2024-04-11 12:00:00,231.67,348.36,50.04,63.77,61.35
2024-04-11 13:00:00,118.58,345.47,26.38,59.28,64.93
2024-04-11 14:00:00,102.47,361.21,25.3,62.75,57.93
2024-04-11 15:00:00,103.99,328.57,21.47,62.02,53.33
2024-04-11 16:00:00,93.57,388.65,14.19,61.25,58.61
2024-04-11 17:00:00,105.21,373.93,12.76,64.04,61.16
2024-04-11 18:00:00,101.6,374.38,18.45,66.08,52.66
2024-04-11 19:00:00,105.41,377.28,22.29,62.31,58.4
2024-04-11 20:00:00,105.36,370.28,20.59,58.91,50.64
2024-04-11 21:00:00,102.88,365.93,15.16,56.28,51.69
2024-04-11 22:00:00,91.51,357.14,23.54,61.56,62.0
2024-04-11 23:00:00,95.58,357.71,14.91,61.67,49.26
2024-04-12 00:00:00,103.49,384.24,11.97,63.29,50.52
2024-04-12 01:00:00,99.72,414.88,23.34,57.34,58.07
2024-04-12 02:00:00,105.1,378.44,22.62,61.37,49.41
2024-04-12 03:00:00,113.7,306.11,18.94,67.46,50.3
2024-04-12 04:00:00,120.74,315.7,23.97,67.43,69.76
2024-04-12 05:00:00,95.71,400.3,23.49,59.49,46.03
2024-04-12 06:00:00,120.45,399.8,20.88,66.68,56.37
2024-04-12 07:00:00,162.11,372.66,34.53,63.6,61.1
2024-04-12 08:00:00,138.19,396.8,24.83,59.59,55.12
2024-04-12 09:00:00,129.81,323.18,30.07,67.64,60.11
2024-04-12 10:00:00,152.82,327.62,26.42,63.57,70.37
2024-04-12 11:00:00,218.63,326.45,45.44,70.0,65.61
2024-04-12 12:00:00,217.88,293.85,48.2,63.48,61.42
2024-04-12 13:00:00,117.01,391.99,16.85,55.49,46.7
2024-04-12 14:00:00,109.58,369.22,25.59,60.82,59.83
